node,min_value,max_value,jaccard_min_over_max,subject_id
P4,0.16620008680555556,0.1912469266941466,0.869034026734205,sub-NORB00078
O1,0.17933543409546243,0.18561197916666666,0.966184590566925,sub-NORB00078
O2,0.16659785042032166,0.19214952256944445,0.8670219326728319,sub-NORB00078
F7,0.1709255642361111,0.18960427326998044,0.9014858224884392,sub-NORB00078
F8,0.1652560763888889,0.18656921981603314,0.8857628099203068,sub-NORB00078
T3,0.1683051215277778,0.19619232633812544,0.8578578207881293,sub-NORB00078
T4,0.154638671875,0.18682949899826723,0.8276994409562389,sub-NORB00078
T5,0.18262340602664065,0.19712999131944448,0.9264110691848191,sub-NORB00078
T6,0.16121419270833331,0.16959491586798792,0.9505838773717832,sub-NORB00078
FZ,0.17347547743055558,0.20882653229572773,0.8307156927017776,sub-NORB00078
CZ,0.1789028446163634,0.18595377604166663,0.9620823433898792,sub-NORB00078
PZ,0.17259114583333332,0.20073535135098552,0.8597944740264405,sub-NORB00078
Fp1,0.18064081101190474,0.22305230034722223,0.809858543178904,sub-NORB00079
Fp2,0.20094711061507936,0.232958984375,0.8625857944659034,sub-NORB00079
F3,0.2125341021825397,0.2625651041666667,0.8094529654162682,sub-NORB00079
F4,0.1960177951388889,0.22500542534722218,0.8711691944156441,sub-NORB00079
C3,0.1704806857638889,0.18115234375,0.9410901467505242,sub-NORB00079
C4,0.1804082961309524,0.19403211805555554,0.929785738252353,sub-NORB00079
P3,0.17433965773809526,0.20162760416666664,0.8646616541353386,sub-NORB00079
P4,0.17251054067460317,0.18964843749999996,0.9096333349680417,sub-NORB00079
O1,0.19209526909722222,0.20719401041666669,0.9271275202932704,sub-NORB00079
O2,0.19404916914682538,0.19746636284722222,0.9826948060868438,sub-NORB00079
F7,0.1717742435515873,0.20524631076388888,0.8369175694913846,sub-NORB00079
F8,0.20129588293650794,0.22615559895833334,0.8900769375760379,sub-NORB00079
T3,0.1783931671626984,0.20778537326388888,0.858545355529611,sub-NORB00079
T4,0.19230530753968253,0.22811414930555554,0.8430222681281045,sub-NORB00079
T5,0.1858452690972222,0.18606615823412698,0.9988128462531761,sub-NORB00079
T6,0.18775576636904762,0.20762261284722222,0.904312703680338,sub-NORB00079
FZ,0.21001519097222224,0.25852322048611115,0.8123649031499863,sub-NORB00079
CZ,0.18156467013888886,0.19301835317460317,0.9406601349180853,sub-NORB00079
PZ,0.16728670634920637,0.2046223958333334,0.8175385967304515,sub-NORB00079
Fp1,0.18695382360635465,0.20119165160683344,0.9292325109577498,sub-NORB00080
Fp2,0.1802973260151663,0.19158820535859325,0.9410669392602016,sub-NORB00080
F3,0.17474264106327464,0.21929975794279294,0.7968209481966616,sub-NORB00080
F4,0.17617307473431726,0.19295090875094761,0.9130461000404697,sub-NORB00080
